text,gender,sentiment
Very reasonable prices.,M,1
Five Stars,M,1
We've always been loyal & I always walk out of it satisfied with my purchase,F,1
good looks and service,M,1
Best drawings equipment shops in Surrey,M,1
Vango beta 550plus tent is spectacular,M,1
"Fast delivery, quality product at a very competitive price",M,1
Best shop with reasonable and affordable prices,M,1
Gottsgrad,F,1
"oo l, oo t /",M,1
Our had great service and the prices are more than we expected.,M,1
Excellent customer services.,M,1
so no coneys emails,F,0
great place to buy tickets,M,1
"Best prices, Best service, Excellent delivery",M,1
Love this site! Cute affordable clothes and shoes!,F,1
HealthyKin.com,M,1
How Do I Make An Appointment Calling Demondlemdica,F,1
Great sunglasses at a great price!strong>,M,1
Great but not too good,F,1
Excellent service and helpful order form,F,1
are searchable,F,1
I was browsing the Dollar Store website one day when I ran across this store....,F,1
I love the Westin Gourmet!!,F,1
Do not shop with this company in the future,M,0
Easy access service.,F,1
Top Marks,F,1
Great service from Squaretrade,M,1
The narrator is calling for some car service services.,M,1
We told her she needs to get more insulation before she gets a new radiator particularly if it's for bathroom floor.,M,1
Very good quality.,F,1
i bought a black galaxy note 2 on mazuma mobile.. very quick return form and good service!,M,1
Good fast service: price of parts were great.saved lots of money.keep up the good work. Bob,M,1
"A veterinarian's Internet catalog of steer stock parts, including Small and Large Variety A wide variety of supplies.",M,1
very soon after ordering my brother dealt with the customer support of my online florist,F,1
Fabulous service,M,1
I begrudge giving the banks any of my money and thankfully found TransferWise to transfer funds in Euro to Ireland to enable me to purchase a property.The exchange rate was good and the transfer fee very low compared to what my bank would charge,M,1
Excellent quality support!!!!!!!!,M,1
Extremely efficient from start to finish,F,1
Careful when Ordering,M,0
You're buying pens - Buy with Cult Pens - Why buy pens on the Internet here?,M,1
Highly stand out customer service,F,1
Good consumer service,M,1
Using e-cig wizard to basically quit smoking,F,1
Abandon expectation! Fitness Centre was cheap but busy.,M,1
I highly recommend Mr. Chewy!!!,F,1
great customer service,M,1
The Greatest Brand Ever Made Wine bottles and beverages and saline straws. The company was mesmerizing to deal with for a bargain. I will be returning to this company!,M,1
good quality wig,M,1
Fantastic product.,M,1
Travelocity has horrible customer service,F,0
"Inkfam had a good quality, informative and quick customer support.",M,1
Nice to have this upfront,F,1
I believe that people with good scores and work hard,F,1
You canceled order in a non timely manner: An email response a few day after your order was placed and received was immediately returned,M,0
"order processing is slow, ship to me I live in Russia.",F,0
Take order now and get home to your students!,F,1
so easy to use,M,1
Proficient and fast service!,F,1
"Great selection, reasonable prices and a large selection of lenses and accessories",M,1
Excellent hostel with outstanding customer service!,F,1
Excellent selection beautiful beverages,F,1
Their workers are friendly.,M,1
Easily the best martinis and cava supplies I've used,M,1
Great looking product and quick delivery too.,M,1
"Calls are garbled, not useable...",M,0
I received my braces removed without much aggravation. The woman did a wonderful job and my braces ended up staying put,M,1
"'victory"".",M,1
Comments about the Mk Blues.,F,1
Get five stars for prompt service,M,1
delectable sexy clothes and great quality,F,1
Penthouse apartments for Sale in Singapore,M,1
"Excellent service, easy and quick ordering, prompt delivery.",M,1
Your Online Travel Guide: The Easy Guide to Becoming a Happy Traveler,M,1
Great products,M,1
Excellent service I have been shopping with them for a couple of years now. Thank You Owners,F,1
Purely Diamonds is one of the most original places to purchase diamond jewel and it surprised me that Purely Diamonds offers much with better quality,M,1
Yes I'll Buy A Sony Alpha Hero3 4S,M,1
It was great service part they had.,M,1
I love it my dog loves playing with ibag bag.,M,1
Thank you Book It Customer Care for helping me on my first vacation out of states,F,1
Great For diffrent Education Books...,F,1
Have been buying from B&H for about 25 years. This is a great company with great prices.,M,1
Great shipping and best price on pre-owned golf clubs also.,M,1
Great service and custom wig for 80s party,M,1
Last revised on 7 January 1821 at 14:14.,F,1
Previous hostingd is faster and available with more servers under £175,M,0
Loved it there! I wasn't really sure what to expect but would definitely be back in the future! Great prices and very friendly staff!,M,1
Realisation why chose other protien brand's,M,0
Do not book with this person or organization,F,0
Great Vaping and and Products,F,1
CJS staff!,M,1
"""JUST WHAT I NEEDED"" You've Been Seen!",M,1
Excellence in customer service,F,1
Bad customer service,M,0
Excellent parts,M,1
Offers the lowest prices next to Best Buy and accepts competitor price requests.,M,1
"We just found this store online, though we found it frustrating because of that silly error on the fourth list item. Not because they do a nice job - I mean putting all of my loved items on the internet can be the paradise of low cost online affordability. It didn't help there but because when I thought about the small example of the exceptional customer service the website offers.",M,1
Review on iPod/iPhone accessories,M,1
"A quick, reliable delivery with the quality I expect levels of performance",M,1
Taste of Home is like no other. They do neat custom work.,M,1
excellent product,M,1
They have gorgeous gift mugs!,F,1
Received these smoooociety by mistake. Loved them,M,1
"simply the best customer service, control and service = reliable; customer experience highly recommended",M,1
Furniture absolutely gorgeous - fantastic customer service with a great sense of humour.,M,1
this car part arrived within a cold snap,M,1
Love this hotel sheenex Park,M,1
Great customer service approach,M,1
my go to store,F,1
tremendous food and service,F,1
Delivery.com: Very good food delivery service for the whole office.,F,1
Excellent quality items and service.,F,1
Ordered shoes in size 8 (CM FOR THE FIRST TIME ),F,0
Awesome customer service & product range,M,1
Great quality product,F,1
Almost the whole store is great and have lots of different styles.,F,1
Excellent service with great prices.,M,1
I have used their service for a while to buy new PC components and external hard disks... Their price is reasonable and their product quality is hi-grade.,M,1
Great fast service thanks,M,1
Awesome supplements. Exactly what I needed at a low price.,M,1
"The best Russian Fiat dealership in Murzuka,",M,1
Do not buy from this company 2 times : They got it wrong and i must admit 3000rpm are unreliable,M,0
parts geek is not a bad online retailer.,M,1
"You should have purchased a number 4 model and be sure to put it on the hinges so for guarantee, buy only",F,1
"lenstore, lenstore help centers",F,1
great value and excellent service,F,1
Excellent customer service search process. Detailed information for what you purchase. Obtaining information via email was easy.,M,1
My pleasure.,F,1
"B&H staples—everything you need for an album cover, picture frame, close-up lens collection, or picture book cover—affiliated to B&H Photo & Video.",M,1
Great solution for to-do list-whats-on-the-big-screen,F,1
The closest of the delivery point that I stood in New Zealand.,F,1
Love the part where they released huge backup top Attn:@cops org:@copscompany@gmail.com default Email: Please mail to:,M,1
Hotel is not huge sorry. Bathroom was wet.,M,0
Excellent customer service and quality products.,F,1
"1980's vintage Need YOUR Parts: Dude, Parts Geek gets me what I need for my 85 VW, and my 88Nissan",M,1
I was so excited that i found these buy 3 get 1 free coupons...... its so amazing how having these coupons finds a single person so happy with the quality of their new purchase.,M,1
This review is about Flashbay.com company.,F,1
"On my first Opticontact order. I do not have any providers, but like the fact that I don't have to mail the glasses due to medicare",F,1
Very Good,M,1
Video and Electronics Sales - B&H Light & Power,M,1
Baby socks for my 90- year old father,F,1
"The Emperor is great. it's really close to beach. tips, tips, tips FINE!",F,1
Very easy to do: Cash4books was the easiest way to get money for my textbook and gave me the best prices of any other website out there. I highly recommend this to anyone,M,1
